"","UserID","SpID","prev_SpID","Long","Lat","ArriveTime","leaveTime","date","time","hour","day","x","y","location","gridcell"
"13",4,18,17,116.318493125,40.0014179375,39751.3590856481,39751.4853935185,2008-10-30 08:37:05,"08:37:05",8,"Thursday",12948515.4245159,4866148.33245586,10,1
"14",4,20,19,116.325169727273,40.0055073636364,39752.1652546296,39752.2199884259,2008-10-31 03:57:58,"03:57:58",3,"Friday",12949258.6604811,4866742.62685566,11,1
"15",4,21,20,116.327559673469,40.0000869387755,39752.2225347222,39752.390162037,2008-10-31 05:20:27,"05:20:27",5,"Friday",12949524.7080748,4865954.91321714,12,1
"16",4,23,-1,116.326826357143,39.9991703095238,39753.2210648148,39753.4034259259,2008-11-01 05:18:20,"05:18:20",5,"Saturday",12949443.0756747,4865821.7118768,13,1
"17",4,26,25,116.327040290323,39.9997762903226,39754.1596412037,39754.2216087963,2008-11-02 03:49:53,"03:49:53",3,"Sunday",12949466.8906073,4865909.77067578,4,1
"18",4,27,26,116.324810505747,39.9812138390805,39754.2279166667,39754.3399421296,2008-11-02 05:28:12,"05:28:12",5,"Sunday",12949218.6721238,4863212.7012163,14,2
"19",4,28,27,116.315576133858,39.9715183425196,39754.3619907407,39754.3937037037,2008-11-02 08:41:16,"08:41:16",8,"Sunday",12948190.7065473,4861804.26544262,15,4
"20",4,29,28,116.319879509091,40.0076343454546,39754.4165856481,39754.4549884259,2008-11-02 09:59:53,"09:59:53",9,"Sunday",12948669.7560869,4867051.74380543,16,1
"21",4,30,-1,116.3266525,39.9998284642857,39755.2604976852,39755.353275463,2008-11-03 06:15:07,"06:15:07",6,"Monday",12949423.7219861,4865917.35243197,4,1
"22",4,33,32,116.321585859547,40.0118397448711,39755.7339236111,39756.0449768519,2008-11-03 17:36:51,"17:36:51",17,"Monday",12948859.7061508,4867662.94815439,17,1
"23",4,34,-1,116.321484848485,40.0108051515152,39756.8069560185,39757.0074189815,2008-11-04 19:22:01,"19:22:01",19,"Tuesday",12948848.4616508,4867512.57893061,18,1
"24",4,36,35,116.31706565625,40.0053654583333,39757.1492476852,39757.1827314815,2008-11-05 03:34:55,"03:34:55",3,"Wednesday",12948356.5194215,4866722.00392174,19,1
"25",4,38,37,116.319388761905,39.9979105238095,39757.2299421296,39757.2538541667,2008-11-05 05:31:07,"05:31:07",5,"Wednesday",12948615.1263601,4865638.64716313,20,1
"26",4,39,38,116.327134653846,40.0000173076923,39757.2568055556,39757.298912037,2008-11-05 06:09:48,"06:09:48",6,"Wednesday",12949477.3951067,4865944.79461017,4,1
"27",4,41,40,116.316992686275,40.0053452745098,39757.4046527778,39757.4480555556,2008-11-05 09:42:42,"09:42:42",9,"Wednesday",12948348.396441,4866719.07063344,19,1
"28",4,42,41,116.32113396875,40.01059953125,39757.4512962963,39757.4761921296,2008-11-05 10:49:52,"10:49:52",10,"Wednesday",12948809.4018974,4867482.69406948,21,1
"29",4,43,42,116.318602193277,39.9987241911764,39757.4884606482,39757.5472337963,2008-11-05 11:43:23,"11:43:23",11,"Wednesday",12948527.565941,4865756.88417383,22,1
"30",4,44,-1,116.316229428571,40.0055538809524,39758.1790277778,39758.2151851852,2008-11-06 04:17:48,"04:17:48",4,"Thursday",12948263.4309822,4866749.38717285,23,1
"31",4,45,44,116.318725137037,39.9984265555556,39758.2262962963,39758.2474768519,2008-11-06 05:25:52,"05:25:52",5,"Thursday",12948541.2519777,4865713.6334789,24,1
"32",4,46,45,116.318773520362,39.9977727420815,39758.3392592593,39758.4695833333,2008-11-06 08:08:32,"08:08:32",8,"Thursday",12948546.6379848,4865618.62573075,25,1
"33",4,49,48,116.32626869697,39.9999031515151,39759.1866782407,39759.4011574074,2008-11-07 04:28:49,"04:28:49",4,"Friday",12949380.9972282,4865928.20575528,4,1
"34",4,50,49,116.316316715909,40.0058811704545,39759.4063078704,39759.4422106481,2008-11-07 09:45:05,"09:45:05",9,"Friday",12948273.1477641,4866796.95197435,26,1
"35",4,51,50,116.31895738,39.99834129,39759.4537962963,39759.4792824074,2008-11-07 10:53:28,"10:53:28",10,"Friday",12948567.1051461,4865701.24321398,27,1
"36",4,53,-1,116.32127,40.0106074772727,39759.812337963,39760.060462963,2008-11-07 19:29:46,"19:29:46",19,"Friday",12948824.5448269,4867483.84894321,28,1
"37",4,55,54,116.366637133333,39.9133632666667,39760.2206365741,39760.3147569444,2008-11-08 05:17:43,"05:17:43",5,"Saturday",12953874.7910083,4853360.44095871,29,5
"38",4,57,-1,116.316848636364,40.0051730454545,39761.1991435185,39761.2370138889,2008-11-09 04:46:46,"04:46:46",4,"Sunday",12948332.3608783,4866694.04084858,30,1
"39",4,58,57,116.318947571429,39.9985206373626,39761.2469791667,39761.2827430556,2008-11-09 05:55:39,"05:55:39",5,"Sunday",12948566.0132609,4865727.3048851,31,1
"40",4,60,59,116.327059205882,39.9994320588235,39761.3733101852,39761.4018981481,2008-11-09 08:57:34,"08:57:34",8,"Sunday",12949468.9962778,4865859.74818243,4,1
"41",4,61,60,116.326633649123,39.9927468245614,39761.4055439815,39761.4297916667,2008-11-09 09:43:59,"09:43:59",9,"Sunday",12949421.623516,4864888.32378876,32,1
"42",4,63,62,116.3260213125,40.000284953125,39762.0579050926,39762.1745949074,2008-11-10 01:23:23,"01:23:23",1,"Monday",12949353.458515,4865983.68820113,33,1
"43",4,64,63,116.322779241379,40.0098763793103,39762.1776041667,39762.3441666667,2008-11-10 04:15:45,"04:15:45",4,"Monday",12948992.5528087,4867377.59184018,34,1
"44",4,66,65,116.326932303797,40.0005770253165,39762.465625,39762.5083333333,2008-11-10 11:10:30,"11:10:30",11,"Monday",12949454.8696023,4866026.13160391,4,1
"45",4,67,-1,116.326891808511,40.000048106383,39763.1180787037,39763.1734027778,2008-11-11 02:50:02,"02:50:02",2,"Tuesday",12949450.3616876,4865949.27019411,4,1
"46",4,68,67,116.327125851852,39.9998035925926,39763.1984027778,39763.2954861111,2008-11-11 04:45:42,"04:45:42",4,"Tuesday",12949476.4152732,4865913.73815505,4,1
"47",4,69,68,116.320700052632,39.9915364210526,39763.2990162037,39763.3259953704,2008-11-11 07:10:35,"07:10:35",7,"Tuesday",12948761.0985761,4864712.45148838,35,1
"48",4,70,69,116.326645833333,39.9998479333333,39763.3323263889,39763.4261805556,2008-11-11 07:58:33,"07:58:33",7,"Tuesday",12949422.9798561,4865920.1816142,4,1
"49",4,71,70,116.322958,40.0037098139535,39763.4276273148,39763.4485300926,2008-11-11 10:15:47,"10:15:47",10,"Tuesday",12949012.4521274,4866481.39420231,36,1
"50",4,72,-1,116.324962981481,40.0008480740741,39764.3020949074,39764.3325231481,2008-11-12 07:15:01,"07:15:01",7,"Wednesday",12949235.6456449,4866065.52008172,37,1
"51",4,74,73,116.327070843137,39.9997055294118,39764.4303472222,39764.4534837963,2008-11-12 10:19:42,"10:19:42",10,"Wednesday",12949470.2917311,4865899.48793208,4,1
"52",4,75,74,116.328380071429,39.9922627857143,39764.4578240741,39764.4789930556,2008-11-12 10:59:16,"10:59:16",10,"Wednesday",12949616.0343578,4864817.99230214,38,1
"53",4,77,-1,116.312246722222,39.9737752777778,39765.2318865741,39765.2719560185,2008-11-13 05:33:55,"05:33:55",5,"Thursday",12947820.0781394,4862132.10583177,39,4
"54",4,78,77,116.342519,40.0056846956522,39765.3006944444,39765.3627199074,2008-11-13 07:13:00,"07:13:00",7,"Thursday",12951189.9726868,4866768.39837313,40,6
"55",4,80,-1,116.322013586207,40.0108753103448,39765.9254513889,39766.1112037037,2008-11-13 22:12:39,"22:12:39",22,"Thursday",12948907.3204648,4867522.77583953,41,1
"56",4,81,80,116.325438688312,40.0059482467532,39766.1628356481,39766.2265509259,2008-11-14 03:54:29,"03:54:29",3,"Friday",12949288.601087,4866806.70016373,42,1
"57",4,84,83,116.318859990456,39.9910259872746,39766.4081828704,39766.5121296296,2008-11-14 09:47:47,"09:47:47",9,"Friday",12948556.2637916,4864638.28611194,43,1
"58",4,85,-1,116.326626473684,40.0000559473684,39767.3373263889,39767.4199537037,2008-11-15 08:05:45,"08:05:45",8,"Saturday",12949420.8247499,4865950.40962561,4,1
"59",4,88,87,116.317225881579,40.0053302631579,39768.4264583333,39768.4479976852,2008-11-16 10:14:06,"10:14:06",10,"Sunday",12948374.3556236,4866716.88905414,44,1
"60",4,92,-1,116.452471888889,39.90716975,39770.9840277778,39771.2323726852,2008-11-18 23:37:00,"23:37:00",23,"Tuesday",12963429.8722891,4852461.59611024,45,7
"61",4,93,92,116.327082272727,40.0002025681818,39771.2885069444,39771.4143865741,2008-11-19 06:55:27,"06:55:27",6,"Wednesday",12949471.5640672,4865971.71620297,4,1
"62",4,95,94,116.32671175,39.999977975,39772.190787037,39772.4124884259,2008-11-20 04:34:44,"04:34:44",4,"Thursday",12949430.3176659,4865939.07889072,4,1
"63",4,97,96,116.326027,40.0001693384615,39772.4411921296,39772.6101157407,2008-11-20 10:35:19,"10:35:19",10,"Thursday",12949354.0916446,4865966.88733743,4,1
"64",4,98,-1,116.325334725806,40.0055831451613,39773.1618981481,39773.2185763889,2008-11-21 03:53:08,"03:53:08",3,"Friday",12949277.0280339,4866753.64011479,46,1
"65",4,99,98,116.326609214286,39.9999034642857,39773.2212384259,39773.2710069444,2008-11-21 05:18:35,"05:18:35",5,"Friday",12949418.9034424,4865928.25120618,4,1
"66",4,100,99,116.327249266667,40.0000776333333,39773.3060185185,39773.3920601852,2008-11-21 07:20:40,"07:20:40",7,"Friday",12949490.1537475,4865953.56097402,4,1
"67",4,102,-1,116.326106265625,39.999984046875,39775.3841203704,39775.4138888889,2008-11-23 09:13:08,"09:13:08",9,"Sunday",12949362.9154536,4865939.9612388,4,1
"68",4,103,102,116.320934967742,39.9921776129032,39775.4396527778,39775.4802430556,2008-11-23 10:33:06,"10:33:06",10,"Sunday",12948787.2492065,4864805.61663127,47,1
"69",4,104,-1,116.322402606061,40.0096701666667,39782.7608796296,39782.9941898148,2008-11-30 18:15:40,"18:15:40",18,"Sunday",12948950.6259568,4867347.62129066,48,1
"70",4,105,104,116.326357,39.9999335172414,39782.9978935185,39783.1570949074,2008-11-30 23:56:58,"23:56:58",23,"Sunday",12949390.8270766,4865932.61841458,4,1
"71",4,106,105,116.323069976744,40.0095655581395,39783.1612037037,39783.2998958333,2008-12-01 03:52:08,"03:52:08",3,"Monday",12949024.9173215,4867332.41772289,49,1
"72",4,107,106,116.32560705,40.00037965,39783.3027314815,39783.4010763889,2008-12-01 07:15:56,"07:15:56",7,"Monday",12949307.3430244,4865997.4493599,50,1
"73",4,108,-1,116.322584133333,40.0098237333333,39783.6978125,39783.9469328704,2008-12-01 16:44:51,"16:44:51",16,"Monday",12948970.8334804,4867369.9403664,34,1
"74",4,110,109,116.326579942857,40.0000303428571,39784.1024652778,39784.1641898148,2008-12-02 02:27:33,"02:27:33",2,"Tuesday",12949415.6449619,4865946.68884546,4,1
"75",4,111,110,116.32295545,40.00367016,39784.1672569444,39784.2066203704,2008-12-02 04:00:51,"04:00:51",4,"Tuesday",12949012.1682626,4866475.63148643,36,1
"76",4,112,111,116.3268063,39.99964495,39784.2074884259,39784.3997222222,2008-12-02 04:58:47,"04:58:47",4,"Tuesday",12949440.8429238,4865890.68473892,4,1
"77",4,113,-1,116.326769884615,40.0005662692308,39785.0258912037,39785.0731597222,2008-12-03 00:37:17,"00:37:17",0,"Wednesday",12949436.7891817,4866024.56854577,4,1
"78",4,115,114,116.326322842105,39.9998403157895,39785.2352777778,39785.4233796296,2008-12-03 05:38:48,"05:38:48",5,"Wednesday",12949387.0246371,4865919.07465602,4,1
"79",4,117,116,116.27677456894,39.8197964716981,39786.2316550926,39786.2936921296,2008-12-04 05:33:35,"05:33:35",5,"Thursday",12943871.3360987,4839790.04467748,51,8
"80",4,118,117,116.276843609329,39.8201671778425,39786.2936921296,39786.3306712963,2008-12-04 07:02:55,"07:02:55",7,"Thursday",12943879.0216397,4839843.77330072,52,8
"81",4,119,-1,116.3271615,40.0004323571429,39787.0413425926,39787.0688310185,2008-12-05 00:59:32,"00:59:32",0,"Friday",12949480.3836069,4866005.1086638,4,1
"82",4,120,119,116.280276342593,39.8343378888889,39787.0905324074,39787.261412037,2008-12-05 02:10:22,"02:10:22",2,"Friday",12944261.1517585,4841897.83520534,53,9
"83",4,122,121,116.3338822,39.9906557333333,39787.3997685185,39787.4374421296,2008-12-05 09:35:40,"09:35:40",9,"Friday",12950228.5285087,4864584.48903368,54,1
"84",4,123,-1,116.420776454545,39.9022564545455,39788.0090740741,39788.0343518518,2008-12-06 00:13:04,"00:13:04",0,"Saturday",12959901.5526775,4851748.60338604,55,10
"85",4,124,123,116.327750383929,39.9273376116072,39788.0649884259,39788.1242361111,2008-12-06 01:33:35,"01:33:35",1,"Saturday",12949545.937866,4855388.79064137,56,11
"86",4,125,-1,116.318341859649,39.9910365614035,39789.2264699074,39789.2546875,2008-12-07 05:26:07,"05:26:07",5,"Sunday",12948498.5857341,4864639.82251375,57,1
"87",4,127,126,116.325493506849,40.0024357534247,39789.4073263889,39789.4681944444,2008-12-07 09:46:33,"09:46:33",9,"Sunday",12949294.7034587,4866296.24286614,58,1
"88",4,128,127,116.324171901408,39.9911207183099,39789.4925578704,39789.5509259259,2008-12-07 11:49:17,"11:49:17",11,"Sunday",12949147.583014,4864652.05036856,59,1
"89",4,129,-1,116.326952326087,39.9992981304348,39790.0746064815,39790.1577314815,2008-12-08 01:47:26,"01:47:26",1,"Monday",12949457.0984734,4865840.28625493,4,1
"90",4,130,129,116.325926181818,39.9912634545455,39790.1603356482,39790.1934027778,2008-12-08 03:50:53,"03:50:53",3,"Monday",12949342.8686159,4864672.78973435,60,1
"91",4,131,130,116.326965592593,39.9990133333333,39790.2233449074,39790.2755324074,2008-12-08 05:21:37,"05:21:37",5,"Monday",12949458.5752941,4865798.900828,13,1
"92",4,132,131,116.369369,39.9407765,39790.2868171296,39790.3455208333,2008-12-08 06:53:01,"06:53:01",6,"Monday",12954178.9010146,4857339.81040777,61,12
"93",4,133,132,116.404915430693,39.9095708960396,39790.3493402778,39790.3777546296,2008-12-08 08:23:03,"08:23:03",8,"Monday",12958135.9115788,4852810.05694777,62,13
"94",4,134,133,116.404250111702,39.9136812978723,39790.3873032407,39790.4153703704,2008-12-08 09:17:43,"09:17:43",9,"Monday",12958061.8486075,4853406.59798288,63,13
"95",4,135,134,116.405141,39.9116630384616,39790.4153703704,39790.4422800926,2008-12-08 09:58:08,"09:58:08",9,"Monday",12958161.0218392,4853113.68429854,64,13
"96",4,136,135,116.403139615385,39.9091415128205,39790.4478356481,39790.4911689815,2008-12-08 10:44:53,"10:44:53",10,"Monday",12957938.2287229,4852747.74279153,65,13
"97",4,141,140,116.425636252931,39.9359859681742,39792.3340625,39792.366412037,2008-12-10 08:01:03,"08:01:03",8,"Wednesday",12960442.5429592,4856644.29061954,66,14
"98",4,142,141,116.425965939394,39.9333047020202,39792.369537037,39792.4084375,2008-12-10 08:52:08,"08:52:08",8,"Wednesday",12960479.2434883,4856255.02864718,67,14
"99",4,143,142,116.326663157895,40.0001445789474,39792.4186342593,39792.4409490741,2008-12-10 10:02:50,"10:02:50",10,"Wednesday",12949424.9084175,4865963.28934403,4,1
"100",4,144,143,116.321290079208,40.0103467326733,39792.4469097222,39792.5239236111,2008-12-10 10:43:33,"10:43:33",10,"Wednesday",12948826.7800341,4867445.95243323,68,1
"101",4,145,144,116.3272992,39.9995274,39792.5306365741,39792.5795138889,2008-12-10 12:44:07,"12:44:07",12,"Wednesday",12949495.7123008,4865873.6027968,4,1
"102",4,146,-1,116.608516657534,40.0539751689498,39793.0312384259,39793.082337963,2008-12-11 00:44:59,"00:44:59",0,"Thursday",12980800.6964757,4873788.90678567,69,15
"103",4,147,146,116.327401962963,39.999142037037,39793.1141087963,39793.1459027778,2008-12-11 02:44:19,"02:44:19",2,"Thursday",12949507.1518215,4865817.60344685,70,1
"104",4,148,147,116.421231136691,39.9301280125899,39793.1924884259,39793.256087963,2008-12-11 04:37:11,"04:37:11",4,"Thursday",12959952.1676624,4855793.86164382,71,16
"105",4,149,148,116.326982843137,40.0003692647059,39793.3325,39793.3711805556,2008-12-11 07:58:48,"07:58:48",7,"Thursday",12949460.4956159,4865995.94018898,4,1
"106",4,150,149,116.266576,39.9025970181818,39793.3968287037,39793.5136805556,2008-12-11 09:31:26,"09:31:26",9,"Thursday",12942736.0365974,4851798.02261887,72,17
"107",4,151,-1,116.325854037037,40.0002847777778,39794.0908101852,39794.1477083333,2008-12-12 02:10:46,"02:10:46",2,"Friday",12949334.8374956,4865983.66272004,73,1
"108",4,153,152,116.326673722222,39.9999922222222,39794.2397222222,39794.4125578704,2008-12-12 05:45:12,"05:45:12",5,"Friday",12949426.0844331,4865941.14925777,4,1
"109",4,154,-1,116.3266035,39.9995139333333,39795.1884259259,39795.4208449074,2008-12-13 04:31:20,"04:31:20",4,"Saturday",12949418.267331,4865871.64587124,74,1
"110",4,155,154,116.320835898305,40.0091014745763,39795.4251851852,39795.4518865741,2008-12-13 10:12:16,"10:12:16",10,"Saturday",12948776.2208473,4867264.96914379,75,1
"111",4,156,-1,116.32714235,39.99964935,39796.2122453704,39796.3002777778,2008-12-14 05:05:38,"05:05:38",5,"Sunday",12949478.2518386,4865891.32413163,4,1
"112",4,158,-1,116.327312307692,39.9996512051282,39797.0910648148,39797.3236689815,2008-12-15 02:11:08,"02:11:08",2,"Monday",12949497.1714424,4865891.59371242,4,1
"113",4,159,158,116.34251637037,40.0059625185185,39797.3322916667,39797.4020486111,2008-12-15 07:58:30,"07:58:30",7,"Monday",12951189.6799577,4866808.77427867,76,6
"114",4,160,-1,116.326931666667,39.9990116666667,39798.0681365741,39798.1655787037,2008-12-16 01:38:07,"01:38:07",1,"Tuesday",12949454.7986773,4865798.65863604,13,1
"115",4,161,160,116.326744934783,39.9997156956522,39798.1874305556,39798.3950347222,2008-12-16 04:29:54,"04:29:54",4,"Tuesday",12949434.011779,4865900.96525617,4,1
"116",4,162,161,116.318851130435,40.0006044565217,39798.4080439815,39798.4420138889,2008-12-16 09:47:35,"09:47:35",9,"Tuesday",12948555.2774986,4866030.11786639,77,1
"117",4,163,162,116.326919867568,40.0005749716216,39798.5102546296,39798.5747685185,2008-12-16 12:14:46,"12:14:46",12,"Tuesday",12949453.4852076,4866025.83316405,4,1
"118",4,164,-1,116.276854144578,39.8202314849398,39799.0657407407,39799.1298032407,2008-12-17 01:34:40,"01:34:40",1,"Wednesday",12943880.1944182,4839853.09373629,52,8
"119",4,165,164,116.32730721875,39.999964875,39799.1935185185,39799.2321759259,2008-12-17 04:38:40,"04:38:40",4,"Wednesday",12949496.6049439,4865937.17523522,4,1
"120",4,166,165,116.346271545455,39.9800973636364,39799.2475694444,39799.3265740741,2008-12-17 05:56:30,"05:56:30",5,"Wednesday",12951607.7041359,4863050.50398864,78,18
"121",4,167,-1,116.325841541667,40.000096125,39800.0417013889,39800.1774305556,2008-12-18 01:00:03,"01:00:03",1,"Thursday",12949333.4465174,4865956.24813604,4,1
"122",4,170,169,116.327895695652,40.000021173913,39800.2909143518,39800.4299189815,2008-12-18 06:58:55,"06:58:55",6,"Thursday",12949562.113893,4865945.35643899,79,1
"123",4,171,170,116.350680194444,39.9386277777778,39800.4566550926,39800.5542361111,2008-12-18 10:57:35,"10:57:35",10,"Thursday",12952098.4726966,4857027.83926832,80,19
"124",4,173,172,116.313675833333,39.9551455,39800.5894212963,39800.6844560185,2008-12-18 14:08:46,"14:08:46",14,"Thursday",12947979.1660606,4859426.28507109,81,20
"125",4,174,-1,116.326868208333,40.0002264375,39801.0325925926,39801.1558680556,2008-12-19 00:46:56,"00:46:56",0,"Friday",12949447.7345279,4865975.18483813,4,1
"126",4,175,174,116.325386,40.00599284,39801.167037037,39801.2256134259,2008-12-19 04:00:32,"04:00:32",4,"Friday",12949282.735851,4866813.18089952,42,1
"127",4,176,175,116.327040782609,40.0003627826087,39801.2287384259,39801.3955439815,2008-12-19 05:29:23,"05:29:23",5,"Friday",12949466.9454084,4865994.99822324,4,1
"128",4,177,176,116.3273025,39.9993509285714,39801.4226851852,39801.5673958333,2008-12-19 10:08:40,"10:08:40",10,"Friday",12949496.0796551,4865847.95866036,4,1
"129",4,178,177,116.327327933085,39.97543782342,39801.5787962963,39801.6335416667,2008-12-19 13:53:28,"13:53:28",13,"Friday",12949498.9108532,4862373.61264378,82,21
"130",4,180,179,116.33408571,39.99005923,39802.4086921296,39802.4521064815,2008-12-20 09:48:31,"09:48:31",9,"Saturday",12950251.1831382,4864497.8190328,83,1
"131",4,182,181,116.3274556,39.9924778,39803.4037268519,39803.4437962963,2008-12-21 09:41:22,"09:41:22",9,"Sunday",12949513.1226691,4864849.23410157,84,1
"132",4,183,182,116.327100363636,39.9994684545455,39803.45,39803.6507523148,2008-12-21 10:48:00,"10:48:00",10,"Sunday",12949473.577938,4865865.03706697,4,1
"133",4,186,-1,116.326790625,40.00123925,39806.0663541667,39806.1677893519,2008-12-24 01:35:33,"01:35:33",1,"Wednesday",12949439.0979908,4866122.36557008,85,1
"134",4,187,-1,116.32351625,40.009273375,39806.1690046296,39806.3427314815,2008-12-24 04:03:22,"04:03:22",4,"Wednesday",12949074.5962331,4867289.95260675,86,1
"135",4,189,-1,116.312132180328,40.0008695901639,39807.0171990741,39807.2480208333,2008-12-25 00:24:46,"00:24:46",0,"Thursday",12947807.327394,4866068.64678059,87,1
"136",4,191,190,116.3269192,39.9991455428571,39808.2273726852,39808.4122106481,2008-12-26 05:27:25,"05:27:25",5,"Friday",12949453.4108943,4865818.11289668,13,1
"137",4,192,191,116.326388041096,39.9954991369863,39808.4130787037,39808.5103356481,2008-12-26 09:54:50,"09:54:50",9,"Friday",12949394.2825555,4865288.24791057,88,1
"138",4,193,-1,116.357290208589,39.889472206544,39813.0700462963,39813.1490972222,2008-12-31 01:40:52,"01:40:52",1,"Wednesday",12952834.2961053,4849893.65715945,89,22
"139",4,196,195,116.326963714286,39.9999230119048,39813.2209143518,39813.4161574074,2008-12-31 05:18:07,"05:18:07",5,"Wednesday",12949458.3662019,4865931.0918093,4,1
"140",4,197,-1,116.327173615385,39.9999057692308,39814.3257638889,39814.4042939815,2009-01-01 07:49:06,"07:49:06",7,"Thursday",12949481.7322853,4865928.58615405,4,1
"141",4,198,197,116.326529618421,39.9928451184211,39814.4104282407,39814.4469560185,2009-01-01 09:51:01,"09:51:01",9,"Thursday",12949410.0428713,4864902.60607785,32,1
"142",4,201,200,116.323011041667,40.009779,39817.3986921296,39817.4646759259,2009-01-04 09:34:07,"09:34:07",9,"Sunday",12949018.3566987,4867363.43890698,90,1
"143",4,202,-1,116.326571862069,39.9998727586207,39818.0792592593,39818.1680671296,2009-01-05 01:54:08,"01:54:08",1,"Monday",12949414.7454127,4865923.78914993,4,1
"144",4,203,202,116.326936190476,40.0001367142857,39818.19375,39818.2656597222,2009-01-05 04:39:00,"04:39:00",4,"Monday",12949455.3022654,4865962.14647048,4,1
"145",4,204,203,116.326202826087,40.0002881884058,39818.3062268518,39818.4119328704,2009-01-05 07:20:58,"07:20:58",7,"Monday",12949373.6645151,4865984.15834529,4,1
"146",4,208,207,116.327440421053,39.9998411052632,39819.5875231481,39819.6251851852,2009-01-06 14:06:02,"14:06:02",14,"Tuesday",12949511.4329565,4865919.18937992,4,1
"147",4,209,-1,116.32664634375,39.99972865625,39820.0847106481,39820.1729513889,2009-01-07 02:01:59,"02:01:59",2,"Wednesday",12949423.0366755,4865902.84864726,4,1
"148",4,210,209,116.31674212,40.00521708,39820.1765393519,39820.2038310185,2009-01-07 04:14:13,"04:14:13",4,"Wednesday",12948320.5035309,4866700.44031564,30,1
"149",4,211,210,116.326958611111,40.0003501111111,39820.2358449074,39820.4159722222,2009-01-07 05:39:37,"05:39:37",5,"Wednesday",12949457.7981191,4865993.15682613,4,1
"150",4,212,-1,116.322234148936,40.0102232765958,39820.7790393519,39821.0182986111,2009-01-07 18:41:49,"18:41:49",18,"Wednesday",12948931.8733955,4867428.00942955,91,1
"151",4,213,212,116.3270655,40.0005754166667,39821.0225231481,39821.1462962963,2009-01-08 00:32:26,"00:32:26",0,"Thursday",12949469.6969358,4866025.89783734,4,1
"152",4,215,214,116.326780058823,39.9998476078431,39822.3570833333,39822.4013773148,2009-01-09 08:34:12,"08:34:12",8,"Friday",12949437.9217694,4865920.13431496,4,1
"153",4,216,215,116.32690505,39.999959,39822.4329976852,39822.4597685185,2009-01-09 10:23:31,"10:23:31",10,"Friday",12949451.8357235,4865936.3214967,4,1
"154",4,217,216,116.351132652174,39.9379687826087,39822.4794444444,39822.5035416667,2009-01-09 11:30:24,"11:30:24",11,"Friday",12952148.8400606,4856932.16228689,92,19
"155",4,218,217,116.417595894737,39.9729575789474,39822.5535416667,39822.5819560185,2009-01-09 13:17:06,"13:17:06",13,"Friday",12959547.4943792,4862013.32638327,93,3
"156",4,220,-1,116.327108977778,39.9994708,39823.3399305556,39823.3663888889,2009-01-10 08:09:30,"08:09:30",8,"Saturday",12949474.5368599,4865865.37789939,4,1
"157",4,223,-1,116.326271789474,39.9998773684211,39825.108125,39825.2487731481,2009-01-12 02:35:42,"02:35:42",2,"Monday",12949381.3414842,4865924.45903233,4,1
"158",4,224,223,116.327189948718,39.9997831025641,39825.276087963,39825.4461689815,2009-01-12 06:37:34,"06:37:34",6,"Monday",12949483.5505037,4865910.76060896,4,1
