UserID,SpID,prev_SpID,sequenceNo,Long,Lat,ArriveTime,leaveTime,date,time
0,61,60,42,116.32669485454544,40.00017063636363,39902.2643518519,39902.4030092593,2009-03-30,06:20:40
0,62,61,42,116.32253924000003,40.01023524,39902.4075231481,39902.4233796296,2009-03-30,09:46:50
0,63,62,42,116.32680473214289,39.999949000000015,39902.4293981481,39902.6640740741,2009-03-30,10:18:20
0,64,-1,43,116.31872418018015,39.998176567567555,39903.0359837963,39903.0507407407,2009-03-31,00:51:49
0,65,64,43,116.32205815277777,39.99689706249999,39903.0507407407,39903.0730671296,2009-03-31,01:13:04
0,66,65,43,116.3272885333333,40.000200400000004,39903.0742824074,39903.1610069444,2009-03-31,01:46:58
0,67,66,43,116.32245179452057,40.009869410958885,39903.1651736111,39903.1828240741,2009-03-31,03:57:51
0,68,67,43,116.32686319512199,40.000096926829265,39903.1869328704,39903.3730902778,2009-03-31,04:29:11
0,69,68,43,116.32357034482754,40.01092800000001,39903.3766203704,39903.3959490741,2009-03-31,09:02:20
0,70,-1,44,116.32698267567567,40.00050364864863,39904.2245023148,39904.3749189815,2009-04-01,05:23:17
0,71,70,44,116.31948278571427,40.007705803571426,39904.3784490741,39904.386724537,2009-04-01,09:04:58
0,72,71,44,116.31750509090914,40.006637106060595,39904.386724537,39904.4047222222,2009-04-01,09:16:53
0,73,72,44,116.32009799310354,40.00756395172411,39904.4047222222,39904.4336574074,2009-04-01,09:42:48
0,74,-1,46,116.32678148437502,39.999935140625,39905.2554050926,39905.405625,2009-04-02,06:07:47
0,75,74,46,116.32244362146889,40.010457310734445,39905.4128009259,39905.4272106481,2009-04-02,09:54:26
0,76,75,46,116.3240175,40.00020475,39905.433287037,39905.4806134259,2009-04-02,10:23:56
0,77,76,46,116.3152917545455,40.00978449999999,39905.4841435185,39905.4935185185,2009-04-02,11:37:10
0,78,77,46,116.31950011458333,40.00796176041666,39905.4990740741,39905.6363773148,2009-04-02,11:58:40
0,79,-1,47,116.31971259090906,40.00769350000001,39906.0611458333,39906.1729282407,2009-04-03,01:28:03
0,80,79,47,116.32528351428569,40.006437142857145,39906.1735069444,39906.2196759259,2009-04-03,04:09:51
0,81,80,47,116.31520562311557,40.0098095879397,39906.2296296296,39906.2447337963,2009-04-03,05:30:40
0,82,81,47,116.32723201785714,39.99973055357142,39906.2504050926,39906.3241898148,2009-04-03,06:00:35
0,83,82,47,116.3250974594595,39.984518297297285,39906.328125,39906.3376736111,2009-04-03,07:52:30
0,84,83,47,116.58728206060607,40.07900763636364,39906.3750578704,39906.3831018518,2009-04-03,09:00:05
0,85,84,47,116.31523584191183,40.009700746323524,39906.4357060185,39906.4639467593,2009-04-03,10:27:25
0,86,85,47,116.31525123790325,40.00969565322584,39906.4655092593,39906.4847222222,2009-04-03,11:10:20
0,87,86,47,116.31905754954951,40.00726142342342,39906.4869791667,39906.4992476852,2009-04-03,11:41:15
0,88,87,47,116.31932781447975,40.007529841628966,39906.5013310185,39906.5177662037,2009-04-03,12:01:55
0,89,88,47,116.31515545411582,40.00969945648066,39906.5349537037,39907.2830555556,2009-04-03,12:50:20
0,90,89,47,116.27225423239437,39.98937306338035,39907.3246412037,39907.3481365741,2009-04-04,07:47:29
0,91,90,47,116.2711747338129,39.989656280575545,39907.3481365741,39907.3558912037,2009-04-04,08:21:19
0,92,91,47,116.272324265896,39.997256491329466,39907.3657291667,39907.3774768518,2009-04-04,08:46:39
0,93,92,47,116.26975934090909,39.99706779545454,39907.3774768518,39907.3888194444,2009-04-04,09:03:34
0,94,93,47,116.32669794117643,39.97083847058823,39907.4374884259,39907.4741203704,2009-04-04,10:29:59
0,95,94,47,116.4053922395437,39.908927209125515,39907.4741203704,39907.5024189815,2009-04-04,11:22:44
0,96,95,47,116.40476424043723,39.90996028961747,39907.5024189815,39907.5117939815,2009-04-04,12:03:29
0,97,-1,48,116.32709123076923,40.00031061538463,39908.236724537,39908.2492824074,2009-04-05,05:40:53
0,98,97,48,116.32725226027394,40.000283917808204,39908.254375,39908.262650463,2009-04-05,06:06:18
0,99,98,48,116.32732120833332,39.991881125,39908.2672800926,39908.2803587963,2009-04-05,06:24:53
0,100,99,48,116.33086166197181,39.991583971831,39908.2803587963,39908.2884606481,2009-04-05,06:43:43
0,101,100,48,116.34780388135593,39.9400774237288,39908.2941898148,39908.3062268518,2009-04-05,07:03:38
0,102,101,48,116.37457324489797,39.9420386122449,39908.3184375,39908.3289699074,2009-04-05,07:38:33
0,103,102,48,116.38986546846857,39.93749330030034,39908.3504976852,39908.391875,2009-04-05,08:24:43
0,104,103,48,116.39115384848482,39.93509606060606,39908.3947106482,39908.4021180556,2009-04-05,09:28:23
0,105,104,48,116.3756206774193,39.944404822580644,39908.4205208333,39908.4766550926,2009-04-05,10:05:33
0,106,105,48,116.31478695714281,40.00957629999998,39908.5703472222,39908.5779282407,2009-04-05,13:41:18
0,107,-1,49,116.58798621014492,40.07967892753625,39909.1587384259,39909.1898726852,2009-04-06,03:48:35
0,108,107,49,116.58598224705882,40.079673447058816,39909.1898726852,39909.1970486111,2009-04-06,04:33:25
0,109,108,49,116.32408366666668,39.984935766666666,39909.2202546296,39909.2293981481,2009-04-06,05:17:10
0,110,109,49,116.31502879381449,40.00988745360823,39909.2399305556,39909.2477546296,2009-04-06,05:45:30
0,111,110,49,116.31929648076918,40.00742528846153,39909.2485648148,39909.2906712963,2009-04-06,05:57:56
0,112,111,49,116.32737418181817,40.00018318181819,39909.2947337963,39909.3360648148,2009-04-06,07:04:25
0,113,112,49,116.32724118750002,39.991591812500005,39909.3397106482,39909.4083564815,2009-04-06,08:09:11
0,114,113,49,116.32668362637362,39.99188592307693,39909.4126967593,39909.4444097222,2009-04-06,09:54:17
0,115,-1,51,116.32707561111107,39.999453555555554,39913.1015625,39913.3163541667,2009-04-10,02:26:15
0,116,115,51,116.32645017021285,39.99330591489363,39913.3191319444,39913.3260763889,2009-04-10,07:39:33
0,117,116,51,116.2977931,39.762824975,39913.3716203704,39913.5459259259,2009-04-10,08:55:08
0,118,117,51,116.32678444999999,39.999778199999994,39913.5857986111,39913.7123611111,2009-04-10,14:03:33
0,119,-1,52,116.3215599310345,40.00330244827587,39914.2304166667,39914.2381134259,2009-04-11,05:31:48
0,120,119,52,116.32144655140189,39.998331803738324,39914.2393865741,39914.2598726852,2009-04-11,05:44:43
0,121,120,52,116.32640799999999,39.999852465116284,39914.2672222222,39914.3066203704,2009-04-11,06:24:48
0,122,121,52,116.32642310344828,39.994303,39914.3142013889,39914.3249074074,2009-04-11,07:32:27
0,123,122,52,116.2977713846154,39.76278828205128,39914.3626967593,39914.5460532407,2009-04-11,08:42:17
0,124,123,52,116.32686046,39.99977534,39914.5922337963,39914.7200231481,2009-04-11,14:12:49
0,125,-1,54,116.32662581250001,39.993678468750005,39915.3178125,39915.3264930556,2009-04-12,07:37:39
0,126,125,54,116.29783023809527,39.76280800000001,39915.3659606481,39915.5460648148,2009-04-12,08:46:59
0,127,126,54,116.32678809259262,39.999793870370375,39915.5905671296,39915.7199537037,2009-04-12,14:10:25
0,128,-1,55,116.32126448387099,39.995915032258075,39916.2226388889,39916.2418518519,2009-04-13,05:20:36
0,129,128,55,116.32709403571425,39.99955428571428,39916.2470601852,39916.3158333333,2009-04-13,05:55:46
0,130,129,55,116.29774400000001,39.762740027027014,39916.3627083333,39916.5459259259,2009-04-13,08:42:18
0,131,-1,57,116.32624116666668,39.99256584999999,39916.9108217593,39916.9197337963,2009-04-13,21:51:35
0,132,131,57,116.29745228571429,39.76267960714285,39916.9526041667,39917.1968171296,2009-04-13,22:51:45
0,133,132,57,116.29635785714287,39.76286285714286,39917.1968171296,39917.2122685185,2009-04-14,04:43:25
0,134,133,57,116.32667719999999,39.99951635000001,39917.2539351852,39917.4132060185,2009-04-14,06:05:40
0,135,134,57,116.32321063793107,40.00949824137931,39917.4173726852,39917.4362962963,2009-04-14,10:01:01
0,136,135,57,116.31957984677425,39.99822963709678,39917.444224537,39917.4615856481,2009-04-14,10:39:41
0,137,136,57,116.3397403478261,39.971977260869565,39917.4798726852,39917.5147685185,2009-04-14,11:31:01
0,138,137,57,116.47395241176467,39.90664502941178,39917.5147685185,39917.5278472222,2009-04-14,12:21:16
0,139,-1,58,116.80081476470589,39.95012664705882,39918.0028472222,39918.0108333333,2009-04-15,00:04:06
0,140,-1,59,116.46688864285713,39.908855,39918.3487037037,39918.3846412037,2009-04-15,08:22:08
0,141,140,59,116.3272083333333,40.00008137681159,39918.3950578704,39918.4170138889,2009-04-15,09:28:53
0,142,141,59,116.32243068211919,40.0100199536424,39918.421412037,39918.4403935185,2009-04-15,10:06:50
0,143,-1,60,116.32577212121208,39.996299015151536,39919.0204976852,39919.1776851852,2009-04-16,00:29:31
0,144,143,60,116.32175708661418,40.01007035826772,39919.1871990741,39919.2021412037,2009-04-16,04:29:34
0,145,144,60,116.32709501219514,40.00019801829271,39919.2064236111,39919.2197106481,2009-04-16,04:57:15
0,146,145,60,116.32552039999999,39.99555155000001,39919.222662037,39919.3150578704,2009-04-16,05:20:38
0,147,146,60,116.32699669767442,39.99920425581396,39919.3258449074,39919.3611921296,2009-04-16,07:49:13
0,148,147,60,116.32481624999997,40.00580197727274,39919.3687152778,39919.4245601852,2009-04-16,08:50:57
0,149,148,60,116.32065138028163,40.00720510422535,39919.4254861111,39919.484212963,2009-04-16,10:12:42
0,150,149,60,116.3265976888889,39.999906355555545,39919.4876273148,39919.6471643519,2009-04-16,11:42:11
0,151,-1,61,116.32546506250003,39.9964095375,39920.0259259259,39920.1834606482,2009-04-17,00:37:20
0,152,151,61,116.32264260000002,40.009899425,39920.1882060185,39920.2006365741,2009-04-17,04:31:01
0,153,152,61,116.31991112676057,40.00778092957746,39920.2031828704,39920.2144907407,2009-04-17,04:52:35
0,154,153,61,116.32705299999998,40.00049570833334,39920.2175578704,39920.3934259259,2009-04-17,05:13:17
0,155,154,61,116.32086388034183,40.00700111111111,39920.3970138889,39920.4065625,2009-04-17,09:31:42
0,156,-1,63,116.33854419999997,39.971339040000004,39922.0516319444,39922.0847916667,2009-04-19,01:14:21
0,157,156,63,116.47478194117647,39.906641176470586,39922.132650463,39922.1403472222,2009-04-19,03:11:01
0,158,157,63,116.79438570684039,39.9457704625407,39922.1709606481,39922.1985069444,2009-04-19,04:06:11
0,159,158,63,116.78347438181814,39.947742909090906,39922.2042361111,39922.4261226852,2009-04-19,04:54:06
0,160,159,63,116.46699679069766,39.90883213953488,39922.4584143519,39922.4930787037,2009-04-19,11:00:07
0,161,-1,65,116.32061146153846,40.00717117948717,39923.0628935185,39923.0715740741,2009-04-20,01:30:34
0,162,161,65,116.32689955405402,40.00009051351351,39923.0756828704,39923.1692708333,2009-04-20,01:48:59
0,163,162,65,116.32241694545459,40.010511818181804,39923.1742476852,39923.1850694444,2009-04-20,04:10:55
0,164,163,65,116.32675756097562,39.99993324390243,39923.1921875,39923.4037268519,2009-04-20,04:36:45
0,165,164,65,116.32220675510199,40.00984533673471,39923.4115393519,39923.4266435185,2009-04-20,09:52:37
0,166,165,65,116.32635831818183,39.99993472727272,39923.4343981481,39923.6470949074,2009-04-20,10:25:32
0,167,-1,66,116.32691329032254,40.00042558064514,39924.0053356481,39924.1710648148,2009-04-21,00:07:41
0,168,167,66,116.32684110769229,40.000136815384614,39924.183912037,39924.4243171296,2009-04-21,04:24:50
0,169,168,66,116.32261691666668,40.00975470833333,39924.4288310185,39924.4530208333,2009-04-21,10:17:31
0,170,-1,67,116.32703049999998,39.999592261904766,39925.1149189815,39925.13125,2009-04-22,02:45:29
0,171,170,67,116.33187509411762,39.974064776470584,39925.1404513889,39925.1638657407,2009-04-22,03:22:15
0,172,171,67,116.31657744047622,40.00562486904763,39925.1905092593,39925.204224537,2009-04-22,04:34:20
0,173,172,67,116.32608359999999,40.00012253333333,39925.2078125,39925.4106134259,2009-04-22,04:59:15
0,174,173,67,116.32275906451612,40.00996725806452,39925.4131597222,39925.4227314815,2009-04-22,09:54:57
0,175,-1,69,116.3226594827586,40.003900151724125,39926.3991666667,39926.4169907407,2009-04-23,09:34:48
0,176,-1,71,116.32713251999999,40.000519440000005,39927.0453935185,39927.1628703704,2009-04-24,01:05:22
0,177,176,71,116.32242298181822,40.00456365454545,39927.1628703704,39927.1699884259,2009-04-24,03:54:32
0,178,177,71,116.32547439999999,40.005969639999996,39927.1699884259,39927.2194328704,2009-04-24,04:04:47
0,179,178,71,116.3149793461538,40.010002115384616,39927.2238888889,39927.2662152778,2009-04-24,05:22:24
0,180,179,71,116.31940640540536,39.99158204054054,39927.285462963,39927.3155671296,2009-04-24,06:51:04
0,181,180,71,116.3268665636364,39.99994465454545,39927.3189467593,39927.3259722222,2009-04-24,07:39:17
0,182,181,71,116.32607677777777,39.99999923809524,39927.3315277778,39927.3955439815,2009-04-24,07:57:24
0,183,182,71,116.32161983333337,40.00916733333334,39927.3996527778,39927.4218981481,2009-04-24,09:35:30
0,184,-1,73,116.35096065,39.9378079,39928.0611226852,39928.0851967593,2009-04-25,01:28:01
0,185,184,73,116.41472966279069,39.90691854651163,39928.0867592593,39928.1235532407,2009-04-25,02:04:56
0,186,185,73,116.40934954878044,39.90211849390243,39928.1325231481,39928.1414351852,2009-04-25,03:10:50
0,187,186,73,116.40991969767441,39.90184339534884,39928.1482291667,39928.1607291667,2009-04-25,03:33:27
0,188,187,73,116.40874061904763,39.90243919047618,39928.1607291667,39928.1854398148,2009-04-25,03:51:27
0,189,188,73,116.31913999999995,39.99737572368423,39928.2055787037,39928.2163425926,2009-04-25,04:56:02
0,190,189,73,116.31830061832049,39.99503517938934,39928.2163425926,39928.4632060185,2009-04-25,05:11:32
0,191,190,73,116.33917076,39.97212536,39928.4747222222,39928.5078356481,2009-04-25,11:23:36
0,192,191,73,116.47480645228202,39.9066549958506,39928.5128125,39928.5252546296,2009-04-25,12:18:27
0,193,192,73,116.80159574285713,39.95202534285715,39928.5589930556,39928.709212963,2009-04-25,13:24:57
0,194,193,73,116.785701,39.949948,39928.7215972222,39928.7468287037,2009-04-25,17:19:06
0,195,-1,74,116.78309177642278,39.946931959349605,39929.1362152778,39929.1647453704,2009-04-26,03:16:09
0,196,195,74,116.79512943654825,39.94572349238577,39929.1678125,39929.1992361111,2009-04-26,04:01:39
0,197,196,74,116.79830850495048,39.94860001980199,39929.2021296296,39929.2907291667,2009-04-26,04:51:04
0,198,197,74,116.46648575675677,39.90912527027027,39929.3238425926,39929.3614583333,2009-04-26,07:46:20
0,199,198,74,116.32717914285715,40.00018607142857,39929.3741898148,39929.3940162037,2009-04-26,08:58:50
0,200,199,74,116.31869346031743,39.99189215873017,39929.3992476852,39929.4280671296,2009-04-26,09:34:55
0,201,-1,76,116.32695981132079,39.99996603773586,39930.0494791667,39930.1560185185,2009-04-27,01:11:15
0,202,201,76,116.32523144897958,40.006217040816324,39930.1651041667,39930.2128587963,2009-04-27,03:57:45
0,203,202,76,116.31536187500001,40.009768475000016,39930.2161574074,39930.2544907407,2009-04-27,05:11:16
0,204,203,76,116.32719035714287,40.000157375,39930.2604513889,39930.4073726852,2009-04-27,06:15:03
0,205,204,76,116.32755122727276,40.011548954545454,39930.4176157407,39930.4256597222,2009-04-27,10:01:22
0,206,205,76,116.31977416346152,40.00740872115386,39930.4290162037,39930.4364930556,2009-04-27,10:17:47
0,207,206,76,116.32575803333332,40.00312033333333,39930.4388657407,39930.5299074074,2009-04-27,10:31:58
0,208,207,76,116.32020117391302,40.00747117391304,39930.5320486111,39930.5781134259,2009-04-27,12:46:09
0,209,-1,77,116.321845862069,40.009645896551724,39930.9230555556,39930.9392013889,2009-04-27,22:09:12
0,210,-1,78,116.32703934999999,39.999664900000006,39931.2240856481,39931.4244212963,2009-04-28,05:22:41
0,211,210,78,116.32695540983605,39.993217311475405,39931.4274305556,39931.4541087963,2009-04-28,10:15:30
0,212,211,78,116.32739078947368,39.999629868421046,39931.4568865741,39931.6171527778,2009-04-28,10:57:55
0,213,-1,79,116.326526,39.9990075,39932.0628009259,39932.1404166667,2009-04-29,01:30:26
0,214,213,79,116.31778025,40.01749975,39932.147650463,39932.1657060185,2009-04-29,03:32:37
0,215,214,79,116.32690799999999,40.00013675,39932.1707407407,39932.241087963,2009-04-29,04:05:52
0,216,215,79,116.31809936752146,39.99141517094017,39932.2451388889,39932.2770833333,2009-04-29,05:53:00
0,217,216,79,116.32712477419355,39.99968541935485,39932.2940972222,39932.3798263889,2009-04-29,07:03:30
0,218,217,79,116.3277541458333,39.99528735416665,39932.3828935185,39932.3918055556,2009-04-29,09:11:22
0,219,218,79,116.32695473214287,40.000411250000006,39932.3941203704,39932.4221875,2009-04-29,09:27:32
0,220,219,79,116.32072812878783,40.00720347727273,39932.4247916667,39932.4409375,2009-04-29,10:11:42
0,221,220,79,116.3194783783784,40.007456540540545,39932.4409375,39932.4663425926,2009-04-29,10:34:57
0,222,221,79,116.31532748000001,40.009797969999994,39932.4679050926,39932.4765277778,2009-04-29,11:13:47
0,223,222,79,116.32706302173912,39.9996803478261,39932.4808680556,39932.5330439815,2009-04-29,11:32:27
0,224,223,79,116.32411637349396,39.98455983132531,39932.5369791667,39932.5445601852,2009-04-29,12:53:15
0,225,224,79,116.58659533333334,40.079421499999995,39932.5797453704,39932.6080902778,2009-04-29,13:54:50
0,226,225,79,116.58664450694444,40.07946356249996,39932.6081597222,39932.6264467593,2009-04-29,14:35:45
0,227,-1,80,116.31645236074272,40.005407087533136,39933.1482291667,39933.1687731481,2009-04-30,03:33:27
0,228,227,80,116.32626857446806,39.99934048936171,39933.1860763889,39933.1978240741,2009-04-30,04:27:57
0,229,228,80,116.31475938793102,39.939811198275855,39933.2380439815,39933.3013541667,2009-04-30,05:42:47
0,230,229,80,116.32272483185844,39.93724822123895,39933.329537037,39933.3692361111,2009-04-30,07:54:32
0,231,230,80,116.316101,39.9400585,39933.3692361111,39933.4018171296,2009-04-30,08:51:42
0,232,231,80,116.32901850574711,39.95098993103446,39933.4140277778,39933.4637152778,2009-04-30,09:56:12
0,233,-1,81,116.32526410975606,40.006457146341454,39934.1650231481,39934.2478125,2009-05-01,03:57:38
0,234,233,81,116.31408731944455,40.00976231249999,39934.2565277778,39934.2832638889,2009-05-01,06:09:24
0,235,234,81,116.30463961379304,40.00349540689655,39934.3192013889,39934.3373726852,2009-05-01,07:39:39
0,236,235,81,116.30317600694441,40.00521899305554,39934.3411342593,39934.3539814815,2009-05-01,08:11:14
0,237,236,81,116.3019612713568,40.01126944221108,39934.3549652778,39934.3788657407,2009-05-01,08:31:09
0,238,237,81,116.32060048529411,40.00963686764707,39934.4021875,39934.4267824074,2009-05-01,09:39:09
0,239,238,81,116.3321053090909,39.99135161818181,39934.4399768518,39934.4904976852,2009-05-01,10:33:34
0,240,-1,82,116.31283133846154,40.00870038461539,39935.325775463,39935.3369444444,2009-05-02,07:49:07
0,241,240,82,116.35286905645155,39.92233001612905,39935.3845717593,39935.392037037,2009-05-02,09:13:47
0,242,241,82,116.35152856643353,39.92231527272728,39935.392037037,39935.4290740741,2009-05-02,09:24:32
0,243,242,82,116.3678111565656,39.9083617323232,39935.4326041667,39935.450775463,2009-05-02,10:22:57
0,244,243,82,116.36732773333337,39.90802250000001,39935.450775463,39935.4854976852,2009-05-02,10:49:07
0,245,244,82,116.36792372000002,39.907844299999994,39935.4854976852,39935.5340162037,2009-05-02,11:39:07
0,246,245,82,116.31765159183674,39.991128367346946,39935.5591319444,39935.5661342593,2009-05-02,13:25:09
0,247,-1,83,116.3225991304348,39.98473095652174,39936.1667361111,39936.177962963,2009-05-03,04:00:06
0,248,247,83,116.58797794999998,40.07950935000001,39936.209212963,39936.2311342593,2009-05-03,05:01:16
0,249,248,83,116.58655261829654,40.0794874605678,39936.233125,39936.2552893519,2009-05-03,05:35:42
0,250,249,83,116.32722530000001,40.00021308000001,39936.2870601852,39936.4081597222,2009-05-03,06:53:22
0,251,250,83,116.32048608888896,40.00728855555555,39936.4116319444,39936.4281828704,2009-05-03,09:52:45
0,252,251,83,116.3153218433181,40.009724953917015,39936.4343171296,39936.4455671296,2009-05-03,10:25:25
0,253,-1,84,116.32110039622638,39.99561596226415,39937.1093287037,39937.1383564815,2009-05-04,02:37:26
0,254,253,84,116.32707375000003,40.000029035714284,39937.1395717593,39937.1595486111,2009-05-04,03:20:59
0,255,254,84,116.32565652727273,40.00623158181817,39937.1689814815,39937.2155092593,2009-05-04,04:03:20
0,256,255,84,116.32059567346937,40.007065846938765,39937.2163194444,39937.3432523148,2009-05-04,05:11:30
0,257,256,84,116.32751286206893,40.00013162068967,39937.3457986111,39937.4133333333,2009-05-04,08:17:57
0,258,257,84,116.32279055555556,40.00542419444443,39937.4165740741,39937.4275810185,2009-05-04,09:59:52
0,259,-1,86,116.32703159259258,40.00024916666667,39938.1464930556,39938.1745717593,2009-05-05,03:30:57
0,260,259,86,116.32067136686388,40.00714757988165,39938.1783333333,39938.3318865741,2009-05-05,04:16:48
0,261,260,86,116.31778351282053,40.00662743589744,39938.3318865741,39938.3437615741,2009-05-05,07:57:55
0,262,261,86,116.31928900000001,40.00777752941176,39938.3437615741,39938.3625694444,2009-05-05,08:15:01
0,263,262,86,116.32682491176469,40.00075847058823,39938.3670833333,39938.403287037,2009-05-05,08:48:36
